朝代,剂型,内服、外用,编号,方名,方源,组成　,防风量,功用,配伍功效,主治,制剂,用法,防风炮制,是否有量,药味数,病症（证）,方论,备注
金,汤,内,6755.0,芎辛汤,《兰室秘藏》卷上,细辛0．6g  川芎  蔓荆子各1．5g　甘草  白芷各3g  防风4.5g,4.5g,疏风散热。,祛风解表,风热上侵，两眼昼夜隐涩难开，羞明恶日，视物昏暗，赤肿而痛。,上哎咀，都作一服。用水300ml，煎至150m1，去滓。,临卧温服。,,y,6.0,,,
约宋元,散,内,7729.0,杀疳散,《秘传眼科龙木论》卷六,防风  冰片  牡蛎各60g  五味子　白芷  细辛各30g,30g,祛风消翳。,祛风解表,小儿疳眼外障，眼目生翳，红肿疼痛，泪出难开，白膜遮满，羞明怕日，合面而卧，不喜抬头。,上为细末。, 每次3g，空心用米汤调服。,,y,6.0,,,
宋•刘昉（1132）,散,内,9859.0,羌菊散,《幼幼新书》卷三十三引《家宝》,羌活  山栀子仁(炒)  防风各7．5g　　甘草10g  白蒺藜(炒，去尖)  菊花各15g,7.5g,祛风清肝，明目退翳。,明目,小儿肝脏壅热，眼生浮翳。,上为末。,"每次1．5～3g，食后用蜜汤调服，一日
三次。",,y,6.0,,,
明•王肯堂,丸,内,11351.0,夜明丸,《证治准绳·类方》卷七,夜明砂  木贼  防风  田螺壳  青木香  细辛各等分,等分,疏风明目。,明目,雀目，青盲。,上为末，烂煮猪肝，用药末于净沙盆内研令极匀，为丸如梧桐子大。, 每次30丸，用米饮或酒送服。,,n,6.0,,,
明,煮散,内,11415.0,泻肝汤,《普济方》卷七十二,黄芩  黄连  防风  山栀子各30g　大黄  甘草(炙)各15g,30g,泻肝疏风。,祛风解表(风热)　目,肝经有热，目赤羞明，隐痛生疮，翳膜赤肿。,上为末。每次9g，用水200ml，加竹叶10片，同煎至160mi，去滓。,温服。,,y,6.0,,,[加减] 如热多，加朴消3g同煎，取利即止。
宋,散,内,1651.0,山芋散,《圣济总录》卷一O八,山药  防风(去叉)  细辛(去苗叶)各30g  山茱萸  蔓荆实(去白皮)各22．5g  芍药升麻各15g,30g,养肝祛风。,明目,肝虚血弱，风邪毒气乘虚客搏，眼轮昏浊，黑白不明，发为目晕。,上为散。,每次3g，温酒调服。,去叉,y,7.0,,,
宋,散,内,3586.0,升麻散,《圣济总录》卷一一O,升麻  山茱萸各22．5g  甘菊花　细辛(去苗叶)各15g  蔓荆实(去白皮)  山药　防风(去叉)各30g,30g,补肝益肾，疏风清热。,明目,肝肾不足，风热客于睑肤，其皮垂缓，下覆睛轮，眼闭难开。,上为散。,每次9g，温酒调服。,,y,7.0,,,
约宋元,散,内,4560.0,石膏散,《秘传眼科龙木论》卷十,石膏  石决明(煅)  荆芥  白芷  川芎  防风  旋覆花各等分,等分,清热祛风。,祛风解表(风热)　目,头风攻注于目，目中常早晨昏者。,上为细末。,每次3g，食后用薄荷、生葱、茶清调服，一日三次。,,n,7.0,,,
约宋元,丸,内,5079.0,生犀角丸,《秘传眼科龙木论》卷十,犀角  麻黄  防风  石决明  当归　楮实子  枸杞子各等分,等分,补肾养肝，凉血祛风。,明目　肝肾虚并有热,肝肾血虚有热，荣卫凝滞，外受风邪，瞳神歪斜或倒者。,上为细末，面糊为丸，如梧桐子大。,每次30丸，茶清送服。,,n,7.0,,,
明•博仁宇,丸,内,6220.0,加减地黄丸,《审视瑶函》卷六,干生地500g  干熟地500g  石斛　防风  枳壳(炒)  牛膝(酒洗)  杏仁(泡，去皮、尖，麸炒黄，入瓦器研去油)各120g,120g,养血补肝，祛风明目。,明目　虚,肝虚目暗，视物不明，翳膜遮障。,上为细末，杏霜另入，勿犯铁器，炼蜜为丸，如梧桐子大。,每次50丸，空心以豆淋酒送服；或饭饮及青盐汤亦可。,,y,7.0,,,
宋,煮散,内,6675.0,芍药汤,《圣济总录》卷一一三,赤芍药45g  羚羊角(镑)  玄参  防风  黄芩各30g  蔓荆实  甘菊花各o．9g,30g,清热解毒，祛风消肿。,祛风解表(风热)　目,热毒上攻目眦，目肿起有脓汁者。,上为粗末。每次15g，用水230ml，煎至160ml，去滓，加马牙消3g。,食后、临卧温服。,,y,7.0,,,
宋,其它,内,8138.0,防风煮肝散,《圣济总录》卷一一O,防风  黄连  谷精草  黄芩(去黑心)  甘草(炙，锉)  天南星(炮)各30g  蛤粉4g,30g,祛风清热，补肝明目。,明目　虚,雀目,上为细散。每次3g，用羊子肝1片，铜竹刀批开，掺药在内，以麻缕缠定，研粟米饭300g，铜锅内煮熟，放温。,临卧嚼服。病甚者，不过再服。,,y,7.0,,,
明,散,内,8763.0,苍术散,《古今医鉴》卷九,木贼  苍术  白蒺藜  防风  羌活　川芎  甘草各等分,等分,祛风清热。,祛风解表(风热)　目,肝经风热上攻，眼出冷泪不止。,上为末。, 每次6g，食后用温米泔调服。,,n,7.0,,,"按：本方在原书中无方名，据《东医宝鉴·外形
篇》补。"
宋,丸,内,11422.0,泻青丸,《小儿药证直诀》卷下,当归(焙)  冰片(焙)  川芎  山栀子仁  川大黄(湿纸裹煨)  羌活  防风(焙)各等分,等分,清肝泻火。,祛风解表(风热)　目　2,肝经郁火，目赤肿痛，烦躁易怒，不能安卧，尿赤便秘，脉洪实；小儿急惊，热盛抽搐。,上为末，炼蜜为丸，如芡实子大。,"每次0.5-1丸，煎竹叶汤同砂糖温水
送服。",焙,n,7.0,,方中龙脑(即龙胆草)大苦大寒，泻肝经实火；大黄、栀子引导肝经实火从二便下行；肝火盛则耗血，故配当归养血，川芎和血；火郁宜散，所以又用羌活、防风以散肝经郁火。配合成方，共奏清肝泻火之功。,
元,汤,内,11803.0,经验洗眼散,《银海精微》卷下,大黄  山栀子  防风  薄荷  川芎　　羌活  甘草各等分,等分,祛风泻火。,祛风解表(风热)　目,时眼热泪。,水煎，去滓。,熏洗。,,n,7.0,,,
元,散,内,716.0,八味还睛散,《世医得效方》卷十六又名还睛散(《医学入门》卷八,白蒺藜(炒，去尖)  防风  粉草(炙)  木贼  山栀(炒，去壳)各15g  草决明30g(炒)　青葙子7．5g(微炒)  蝉蜕7．5g,15g,疏风清热，退翳明目。,祛风解表(风热)　目,风热上侵，眼生翳膜。,上为细末。,"每次15g，用麦门冬(去心)煎汤，食后
调服。",,y,8.0,,,
"元•李仲南撰著,孙允贤校定, 1331年成书",丸,内,2578.0,五乌丸,《永类钤方》卷十一,细辛  何首乌  乌药各30g  川乌(炮)  淮乌(炮)  五月雄小乌豆  防风  粉草(炙)各15g,15g,补肝益肾，祛风明目。,明目,老人、妇人视物昏花。,以乌豆煮熟焙干，入众药同为末，米糊为丸，如弹子大。,每次嚼1丸，食后茶清送服。,,y,8.0,,,
宋,煮散,内,6576.0,地骨皮汤,《圣济总录》卷一O三,地骨皮  茺蔚子各45g  防风  黄芩(去黑心)  玄参  大黄(锉，炒)  细辛各30g  芒硝60g,30g,疏风清热。,祛风解表,风热上侵，眼目赤痛。,上为粗末。每次9g，用水150ml，煎至105ml，去滓。,食后、临卧温服。,,y,8.0,,,
宋,丸,内,8070.0,防风丸,《圣济总录》卷一O三,防风  决明子  人参  车前子各45g  黄连  菊花  槐实(炒)  蓝实各30g,45g,祛风清热。,祛风解表(风热)　目,目赤肿痛。,上为细末，炼蜜为丸，如梧桐子大。,每次20丸，渐加至30丸，食后温浆水送服，临卧再服。,,y,8.0,,,
宋,散,内,9095.0,还光散,《类编朱氏集验医方》卷九,菊花(炒)  羌活  防风  蝉蜕(去足翅)  蒺藜(炒)  川芎  当归  甘草(炙),wbz,养血补肝，疏风散热。,祛风解表(风热)　目,肝血不足，风热外侵，眼中暴生赤白翳膜。,上各等分，同研为细末。,食后用茶调服。,,n,8.0,,,
约宋元,煮散,内,9959.0,补肝汤,《秘传眼科龙木论》卷二,芍药  细辛  桔梗  车前子  人参　茯苓各30g  羌活  防风各60g,60g,祛风补肝，退翳明目。,明目,乌风内障。,上为末。每次3g，用水150m1，煎至75ml，去滓。,食前温服。,,y,8.0,,,
约宋元,丸,内,10443.0,坠翳丸,《秘传眼科龙木论》卷一,石决明  细辛  知母  生地黄  防风各30g  兔肝一具(炙)  五味子  人参各75g,30g,益气养阴，消翳明目。,明目,浮翳内障。,上为末，炼蜜为丸，如梧桐子大。,每次l0丸，空心用清茶送服。,,y,8.0,,,
宋,散,内,10446.0,坠翳决明散,《太平圣惠方》卷三十三,石决明(捣细，研，水飞过)  车前子　人参  甘菊花  槐子  熟地黄各30g  茺蔚子60g  防风60g,60g,益气养阴，清肝消翳。,明目　虚,眼内障术后。,上为散。,每次6g，食后以粥饮调服，晚临卧再服。,,y,8.0,,,
清,汤,内,10758.0,枣花翳还睛散,《医宗金鉴》卷七十七,车前子  知母  茺蔚子  人参  防风  黑参各6g  黄芩4．5g  茯苓6g,6g,疏风清热，养肝明目。,明目　虚实,枣花内障。怒伤肝胆，邪热冲入目中，风轮旁边，白睛之内，映出白翳，如枣花、锯齿之状。,上为粗末。以水300m1，煎至150m1，去滓。,温服。,,y,8.0,,,
清•程正通,散,内,10839.0,拨云散,《程松崖先生眼科》,木贼30g  防风18g  柴胡18g  青葙子24g  蝉蜕30g  黄芩18g  菊花24g  车前子24g,18g,祛风清热，退翳明目。,祛风解表(风热)　目,眼睛黑珠云翳围满，有瞳仁者。,上为极细末。,每次6g，早晨空心及夜晚用开水调服。或用猪肝一块割开，放药末6g填内，用湿绵纸包好，置灰中煨熟食之；亦可煎服。外点消炉散。,,y,8.0,,,
约宋元,煮散,内,11068.0,知母饮子,《秘传眼科龙木论》,知母  茺蔚子各30g  防风  细辛各45g  桔梗  大黄  茯苓  芒硝各45g,45g,清肺泻肝，祛风消翳。,明目,肝肺积热上冲，眼生花翳白陷外障。,上为末，每次3g，用水150m1，煎至75m1，去滓。,食后温服。,,y,8.0,,,
约宋元,煮散,内,11506.0,治风黄耆汤,《秘传眼科龙木论》卷四,黄芪45g  防风  远志  地骨皮  人参  茯苓  大黄各30g  知母60g,30g,益气祛风，托毒排脓。,明目　肝热,漏睛脓出外障。风毒上攻，眼中生疮，时流脓水，虽然不痛，渐加昏暗。,上为末。每次3g，用水150m1，煎至75m1，去滓。,温服。,,y,8.0,,,
清•张璐撰（1695）,散,内,3030.0,止泪补肝散,《张氏医通》卷十五,白蒺藜(炒去刺)  当归  熟地黄各60g  川芎  白芍  木贼  防风  羌活各30g  香附(童便制)60g,30g,养血祛风。,明目　肝虚,肝血亏虚，迎风流泪不止。,上为散。每次9g，加生姜3片，红枣1枚，水煎，去滓。,温服。,,y,9.0,,,
清,丸,内,3840.0,乌风决明丸,《医宗金鉴》卷七十七,石决明60g  细辛15g  桔梗  防风  茺蔚子  车前子  茯苓  山药  玄参各60g,60g,祛风清肝。,明目,乌风内障。肝胆风火升扰，血气不和，瞳神气色混浊，如暮雨中之浓烟重雾，头时痛不眩晕者。,上为细末，炼蜜为丸，如梧桐子大。,每次9g，食前清茶送服。,,y,9.0,,,
宋,丸,内,4566.0,石决明丸,《圣济总录》卷一一O,石决明(刮洗)  车前子  细辛  人参  白茯苓  柏子仁(炒，别捣)  防风各30g  山药  茺蔚子各60g,30g,益气补肾，养肝明目。,明目,雀目，昼视精明，暮夜昏暗。,上药除柏子仁外，并锉细，焙干，为末，拌匀，炼蜜为丸，如梧桐子大。,每次20丸，渐加至30丸，食后用温水送服，临卧再服。,,y,9.0,,,
清,散,内,4571.0,石决明散,《医宗金鉴》卷七十七,石决明3g  人参3g  茯苓3g  车前子3g  细辛1．5g  防风6g  大黄3g  茺蔚子6g  桔梗4．5g,6g,散风泻火，益气消翳。,明目,浮翳内障。,上为细末，和匀。,每次6g，食后用米饮汤调服。,,y,9.0,,,
明,汤,内,4682.0,龙胆四物汤,《杏苑生春》卷六,当归  川芎  白芍药  熟地黄  羌活各3g  防风  防己各1．5g  黄连(jiu浸一宿)1g　龙胆草(jiu浸一宿)1．5g,1.5g,祛风清热，养血明目。,明目　肝热,眼赤暴发，生云翳，疼痛。,上叹咀，用水400ml，煎至200m1，去滓。,空腹温服。,,y,9.0,,,
宋,丸,内,6465.0,地黄丸,《普济本事方》卷五,熟地黄(酒洗，九蒸九晒，焙干称)45g  黄连30g  决明子30g  没药(别研)  甘菊花  防风  羌活  桂心(不见火)  朱砂(水飞)各15g,15g,益血补肝，疏风清热。,明目　肝虚,肝阴不足，风热上凑，目昏疼痛，赤肿羞明，渐生翳膜。,上为细末，炼蜜为丸，如梧桐子大。,每次30丸，食后用熟水送服，一日三次。,,y,9.0,,,
宋,散,内,7784.0,决明散,《圣济总录》卷一一二,石决明(刮，洗)  细辛  防风  车前子  人参  白茯苓  大黄  茺蔚子各30g  桔梗(炒)15g,30g,祛风泻火，退翳明目。,明目,内障浮翳，或如枣花，或若银钉浮浅透外。,上为散。,每次6g，食后、临卧用粥饮调服。,,y,9.0,,,
元,丸,内,7955.0,羊肝丸,《脉因证治》卷下又名明目养肝丸(《同寿录》卷二),白乳羊肝1具(竹刀刮去膜)  黄连30g  甘菊  防风  薄荷  荆芥  羌活  当归  川芎各9g,9g,养肝明目，祛风清热。,明目　肝虚,肝血不足，风热上充，内外障翳，青盲肿痛。,上为末，羊肝捣为丸，如梧桐子大。,每次9g，浆水送服。,,y,9.0,,,
明,散,内,8124.0,防风泻肝散 ,《证治准绳·类方》卷七,防风  远志  桔梗  羚羊角  甘草  赤芍药  细辛  人参  黄芩各等分,等分,祛风清热，泻肝明目。,明目　肝热,蟹眼睛痛, 上为细末。,每次9g，温水调服。,,n,9.0,,,
宋,散,内,8125.0,防风荆芥散,《杨氏家藏方》卷十一,当归(洗，焙)  川乌头(炮，去皮、尖)  羌活  防风  天花粉  荆芥穗  木贼(去节)各30g  甘草15g(炙)  乌贼鱼骨45g,30g,祛风解毒，退翳明目。,明目　祛风,风毒攻注眼目，常多昏暗，冷泪不止。,上为细末。,每次9g，食后用茶清调服。,,y,9.0,,,
宋,丸,内,9104.0,还睛丸,《太平惠民和剂局方》续添诸局经验秘方卷七,白术(生用)  菟丝子(jiu浸，另研)　青葙子  防风  甘草(炙)  羌活  白蒺藜(炒去尖)  密蒙花  木贼(去节)各等分,等分,健脾补肾，祛风清热。,祛风解表(风热)　目,脾肾不足，风热上攻，眼目赤肿，怕日羞明，眵泪甚多，隐涩难开，眶痒赤痛，睑眦红烂，瘀肉侵睛，或患暴赤眼，睛疼不可忍；偏正头痛，一切头风—，头目眩晕。,上为细末，炼蜜和丸，如弹子大。,每次1丸，空心、食前细嚼，白汤吞下，一日三次。,,n,9.0,,,
约宋元,丸,内,9105.0,还睛丸,《秘传眼科龙木论》卷四,远志  茺蔚子  防风  人参  干山药  五味子  茯苓  细辛各30g  车前子45g,30g,祛风散毒,明目,突起眼高外障。五脏风毒上攻，令眼突出，初患之时，疼痛时作时止。,上为末，炼蜜为丸，如梧桐子大,每次10丸，空心用茶清送服。,,y,9.0,,,
宋,丸,内,10442.0,坠翳丸,《太平圣惠方》卷三十三,石决明30g(捣细，研，水飞)  甘菊花30g  细辛15g  熟地黄60g  人参30g  地肤子30g  五味子45g  兔肝一具(炙干)  防风60g,60g,滋肾清肝，祛风明目。,明目,眼内障手术后。,上为末，炼蜜为丸，如梧桐子大。,每次20丸，空心、晚饭前用盐汤送服。渐加至30丸。,,y,9.0,,,
明,丸,内,10847.0,转光丸,《证治准绳·类方》卷七,生地黄  白茯苓  川芎  蔓荆子  熟地黄  防风  山药  白菊花  细辛各等分,等分,养肝明目，祛风散邪。,明目　肝虚,肝经血虚，风邪外侵，致患雀目，青盲。,上为末，炼蜜为丸，如梧桐子大。,每次20丸，空心用桑白皮汤送服。,,n,9.0,,,
明•孙文胤著,汤,内,11417.0,泻肝饮,《丹台玉案》卷三,防风  羚羊角  远志  桔梗  黄芩　甘草  赤芍各3g  人参  细辛各6g,3g,泻肝凉血，祛风明目。,明目,乌风障眼，蟹睛疼痛。,水煎，去滓。,食后服,,y,9.0,,,
元末,煮散,内,11457.0,泻脾除热饮,《银海精微》卷上,黄芪  防风  茺蔚子  桔梗  大黄　黄芩  黄连  车前子  芒硝各30g,30g,泻肺清肝，祛风明目。,明目　肝热,胬肉攀睛。,上为粗末。每次18g，水煎，去滓。, 温服。,,y,9.0,,,
宋,丸,内,1201.0,干地黄丸,《圣济总录》卷一O二,熟地黄(焙)  五味子  菟丝子(jiu浸一宿，别捣)  蕤仁(去皮，研)  车前子各30g　细辛(去苗叶)  甘草(炙，锉)  防风(去叉)  白茯苓(去黑皮)  柏子仁(研)各15g,15g,养血补肝，祛翳明目。,明目,肝虚泪出不止，翳晕侵睛，视物不远，或睛昏浊，黑白不明。,上为末，炼蜜为丸，如梧桐子大。,每次20丸，空心用温酒送服。,去叉,y,10.0,,,
元末,煮散,内,2662.0,五泻汤,《银海精微》卷上,黄柏  知母  木通  栀子  生地黄 甘草  黑参  桔梗  黄芩  防风,wbz,滋阴降火。,明目　肝热,阴虚火旺，瞳人干缺。,上哎咀。每次18～20g，水煎，去滓。,食后温服。,,n,10.0,,,
清,汤,内,4651.0,龙胆汤,《医宗金鉴》卷五十九,防风  木贼草  密蒙花  蝉蜕  蔓荆子  龙胆草  菊花  黄连  白芷  蒺藜,wbz,祛风清肝，退翳明目。,明目,翳膜遮睛,水煎，去滓。,温服，一日二至三次。,,n,10.0,,,
宋,散,内,4652.0,龙胆散,《仁斋直指》卷二十又名龙胆饮(《奇效良方》卷五十七),龙胆草  栀子仁各6g  防风  川芎  玄参  荆芥  小茵陈  甘菊  楮实  甘草各3g,3g,祛风清热，消肿止痛。,明目　肝热,肝热，乌睛浮肿，赤晕昏疼。,上为末。,每次4．5g，食后茶清调下。,,y,10.0,,,
元,煮散,内,5554.0,白附子散,《永类钤方》卷十一又名白附汤(《审视瑶函》卷五),荆芥穗120g  菊花  防风  木贼(去节)  白附子各90g  白蒺藜(炒．去刺)30g  粉草(灸)30g  制苍术  人参  羌活各15g,90g,疏风清肝，明目祛翳,明目　肝热,风热上侵，眼生黑花，昏蠓内障。,上叹咀。每次9g，水煎，去滓。  ,食后温服。,,y,10.0,,,
明,煮散,内,6004.0,半夏羚羊角散,《审视瑶函》卷五,羚羊角(锉细末)  薄荷  羌活  半夏(炙)各4．5g  白菊花  川乌(炮)  川芎  防风　车前子各15g  细辛6g,15g,化痰祛湿，搜风明目。,明目,痰湿攻目，致患绿风内障。,上为末。每次9g，加生姜3片，用水300m1，煎取150m1，去滓。,温服,,y,10.0,,,
明•王三才辑。刊于1587年,丸,内,6114.0,加味羊肝丸,《医便》卷三,白乳羊肝1具(以竹刀割开，去膜，蒸熟，捣如泥)  甘菊花15g  黄连30g  防风  薄荷  荆芥穗  羌活  当归  生地黄各15g  川芎9g,15g,疏风清热，养肝明目。,明目　肝热,肝阴不足，风热上侵，眼目红肿，或生翳障。,上为末，羊肝泥和为丸，如丸不就，加少量酒糊为丸，如梧桐子大。,每次60～70丸，食后用浆水送服;临卧减半，茶清送服,,y,10.0,,,
明,汤,内,6802.0,芎归补血汤,《审视瑶函》卷二,生地黄  天冬各1．2g  川芎  牛膝  白芍药  炙甘草  白术  防风各1．5g  熟地黄  当归身各1．8g,1.5g,养血明目，祛风止痛。,明目　肝虚,男子衄血、便血，妇人产后崩漏，亡血过多，致睛珠疼痛，不能视物，羞明酸涩，眼睫无力，眉骨、太阳俱酸疼者。,上锉。用水400m1，煎至200m1，去滓。,温服,,y,10.0,,,
元•倪维德（公元1370年）,汤,内,7194.0,当归补血汤,《原机启微》卷下,熟地黄  当归各1．8g  川芎  牛膝  白芍药  炙草  白术  防风各1．5g  生地黄　天冬各1．2g,1.5g,养血祛风。,明目　肝虚,出血过多，外感风邪，睛珠疼痛，不能视物，羞明疫涩，眼睫无力，眉骨太阳俱各疫痛。,上作一服。用水300m1，煎至150ml，去滓。,稍热服。,,y,10.0,,,
明•博仁宇,汤,内,7214.0,当归活血饮,《审视瑶函》卷四,苍术(制)  当归身  川芎  苏薄荷  黄芪  熟地黄  防风  川羌活  甘草(减半)  白芍药各等分,等分,养肝健脾，祛风除湿。,明目　肝虚,肝脾血虚，风湿外侵，目睥振跳。,上锉一剂。以水400ml，煎至320m1，去滓。,食后服,,n,10.0,,,
唐,汤,内,8095.0,防风补煎,《备急千金要方》卷十一,细辛3g  防风  川芎  白鲜皮  独活  甘草  陈皮各9g  大枣7枚  甘竹叶(切)6g　白蜜15g,9g,暖肝补虚，祛风明目。,明目,肝经虚寒，风邪上扰，双目视物不明，谛视生花。,上哎咀。以水1．2L，先煮9味，取400ml，去滓，下蜜，更煎二沸。,分四次温服。,,y,10.0,,,
清,汤,内,9186.0,抑火清肝退翳汤,《慈禧光绪医方选议》,羚羊角4．5g  木贼草9g  蒺藜9g(研)  青皮9g  泽泻6g  密蒙花6g  蛇蜕4．5g　石决明9g(生，研)  防风6g  甘草3g,6g,抑火清肝，明目退翳。,明目　肝热,肝经火郁，湿热上蒸，目中黑睛突起白点，形似浮翳，时觉涩痛。,水煎，去滓。,温服。,,y,10.0,,,
清•蒋仲方,汤,内、外,9861.0,羌活饮子,《医宗说约》卷三,羌活  防风  赤芍  白芷  川芎  甘草  陈皮  枳壳  柴胡  干葛,wbz,疏散风热,明目　肝热,肝经风热，目暴肿痛，眼角糜烂，迎风流泪，羞明怕日。,水煎，去滓。,乘热先熏眼目，后徐服下。,,n,10.0,,,
清,汤,内,9960.0,补肝汤,《医宗金鉴》卷七十七,茯苓3g  桔梗3g  茺蔚子6g  黄芩3g  防风6g  川芎3g  知母3g  黑参3g  当归身6g  人参3g,6g,养肝祛风，清热明目。,明目　肝虚,肝经气血两虚，风热冲上，脑脂下注，致患滑翳内障，瞳心内一点如水银珠子之状，微含黄色，不痒不疼，无泪而遮蔽瞳神，渐渐失明，后则左右相牵俱损。,上为粗末。用水300ml，煎至150m1，去滓。,食后温服,,y,10.0,,,
明,汤,内,11442.0,泻脑汤,《审视瑶函》卷三,防风  车前子  木通  茺蔚子  茯苓  熟大黄  玄参  玄明粉  桔梗  黄芩(jiu炒)各等分,等分,疏风泻火，活血通络。,祛风解表(风热)　目,鹘眼凝睛症。风热壅阻，诸络涩滞，目如火赤，胀于睥间，目珠不能转动。,上锉。用水300ml，煎至240ml，去滓。,食远热服。,,n,10.0,,,
